game_id,block_id,phase,player_id,team_id_opta,signal_name,signal_value,n_frames,median_latency,failure_rate,n_events,n_failures
2215790,1_0,1,40784,147,tired_mans_intercept,2.727,172500,0.6,0.2,15,3
2215790,1_1,1,40784,147,tired_mans_intercept,5.451,172500,1.0,0.75,28,21
2215790,1_2,1,40784,147,tired_mans_intercept,1.987,172500,0.6,0.4,25,10
2215790,1_3,1,40784,147,tired_mans_intercept,4.103,172500,2.02,0.3,20,6
2215790,1_4,1,40784,147,tired_mans_intercept,4.445,172500,1.4,0.375,24,9
2215790,1_5,1,40784,147,tired_mans_intercept,8.933,172500,1.94,0.3333,18,6
2215790,1_6,1,40784,147,tired_mans_intercept,5.046,172500,0.4,0.5185,27,14
2215790,1_7,1,40784,147,tired_mans_intercept,1.444,172500,0.0,0.5135,37,19
2215790,1_8,1,40784,147,tired_mans_intercept,1.669,172500,0.6,0.3182,22,7
2215790,1_9,1,40784,147,tired_mans_intercept,12.04,38823,12.04,0.5,4,2
2215790,2_0,2,40784,147,tired_mans_intercept,2.411,172500,0.0,0.4722,36,17
2215790,2_1,2,40784,147,tired_mans_intercept,3.785,172500,0.82,0.3846,26,10
2215790,2_2,2,40784,147,tired_mans_intercept,3.162,172500,1.76,0.4333,30,13
2215790,2_3,2,40784,147,tired_mans_intercept,5.553,172499,2.44,0.56,25,14
2215790,2_4,2,40784,147,tired_mans_intercept,1.175,172500,0.88,0.6667,33,22
2215790,2_5,2,40784,147,tired_mans_intercept,3.46,172500,1.46,0.4706,34,16
2215790,2_6,2,40784,147,tired_mans_intercept,9.133,172500,0.0,0.6538,26,17
2215790,2_7,2,40784,147,tired_mans_intercept,8.967,172496,11.84,0.6471,17,11
2215790,2_8,2,40784,147,tired_mans_intercept,8.945,172498,5.62,0.4286,14,6
2215790,2_9,2,40784,147,tired_mans_intercept,1.4,155962,1.88,0.5,10,5
2215790,1_0,1,78275,147,tired_mans_intercept,0.822,172500,0.0,0.4762,21,10
2215790,1_1,1,78275,147,tired_mans_intercept,9.607,172500,3.52,0.4,10,4
2215790,1_2,1,78275,147,tired_mans_intercept,8.783,172500,0.0,0.4286,21,9
2215790,1_3,1,78275,147,tired_mans_intercept,2.987,172500,1.22,0.3846,26,10
2215790,1_4,1,78275,147,tired_mans_intercept,5.357,172500,2.72,0.2353,17,4
