game_id,block_id,phase,player_id,team_id_opta,signal_name,signal_value,n_frames,median_latency,failure_rate,n_events,n_failures
2215782,1_0,1,38580,429,tired_mans_intercept,5.62,172500,0.24,0.5556,18,10
2215782,1_1,1,38580,429,tired_mans_intercept,2.523,172500,1.36,0.3478,23,8
2215782,1_2,1,38580,429,tired_mans_intercept,3.316,172500,2.12,0.6071,28,17
2215782,1_3,1,38580,429,tired_mans_intercept,1.659,172500,0.0,0.5405,37,20
2215782,1_4,1,38580,429,tired_mans_intercept,3.58,172500,0.54,0.4667,30,14
2215782,1_5,1,38580,429,tired_mans_intercept,2.956,172500,0.68,0.45,20,9
2215782,1_6,1,38580,429,tired_mans_intercept,2.717,172500,0.0,0.4643,28,13
2215782,1_7,1,38580,429,tired_mans_intercept,3.857,172500,0.0,0.5882,17,10
2215782,1_8,1,38580,429,tired_mans_intercept,4.813,172498,1.48,0.6154,39,24
2215782,1_9,1,38580,429,tired_mans_intercept,2.184,36983,0.28,0.1667,6,1
2215782,2_0,2,38580,429,tired_mans_intercept,2.52,172500,2.56,0.5417,24,13
2215782,2_1,2,38580,429,tired_mans_intercept,2.6,172500,0.1,0.5556,27,15
2215782,2_2,2,38580,429,tired_mans_intercept,3.257,172500,1.12,0.5333,30,16
2215782,2_3,2,38580,429,tired_mans_intercept,1.05,170258,0.0,0.7037,27,19
2215782,2_4,2,38580,429,tired_mans_intercept,1.571,165000,0.56,0.25,24,6
2215782,2_5,2,38580,429,tired_mans_intercept,6.44,164998,1.08,0.4545,22,10
2215782,2_6,2,38580,429,tired_mans_intercept,2.324,165000,0.58,0.3333,33,11
2215782,2_7,2,38580,429,tired_mans_intercept,5.688,165000,2.64,0.5294,34,18
2215782,2_8,2,38580,429,tired_mans_intercept,1.057,164996,0.44,0.625,32,20
2215782,2_9,2,38580,429,tired_mans_intercept,3.509,165000,1.9,0.5111,45,23
2215782,2_5,2,39931,429,tired_mans_intercept,0.297,164998,0.0,0.5882,17,10
2215782,2_6,2,39931,429,tired_mans_intercept,0.978,165000,0.64,0.6176,34,21
2215782,2_7,2,39931,429,tired_mans_intercept,0.331,165000,0.0,0.5135,37,19
2215782,2_8,2,39931,429,tired_mans_intercept,1.515,164996,0.0,0.6,40,24
2215782,2_9,2,39931,429,tired_mans_intercept,0.902,165000,0.16,0.6,40,24
2215782,2_10,2,39931,429,tired_mans_intercept,1.24,16761,1.24,0.6667,3,2
2215782,1_0,1,55948,429,tired_mans_intercept,1.191,172500,0.0,0.4694,49,23
2215782,1_1,1,55948,429,tired_mans_intercept,1.288,172500,0.0,0.5385,52,28
2215782,1_2,1,55948,429,tired_mans_intercept,2.583,172500,0.0,0.6,60,36
2215782,1_3,1,55948,429,tired_mans_intercept,2.24,172500,0.0,0.6122,49,30
2215782,1_4,1,55948,429,tired_mans_intercept,1.879,172500,1.34,0.4717,53,25
2215782,1_5,1,55948,429,tired_mans_intercept,1.612,172500,0.28,0.4231,52,22
2215782,1_6,1,55948,429,tired_mans_intercept,3.764,172500,1.44,0.5,40,20
2215782,1_7,1,55948,429,tired_mans_intercept,3.413,172500,2.06,0.6364,33,21
2215782,1_8,1,55948,429,tired_mans_intercept,2.649,172498,0.1,0.5909,44,26
2215782,1_9,1,55948,429,tired_mans_intercept,2.52,36983,1.48,0.375,8,3
2215782,2_0,2,55948,429,tired_mans_intercept,2.099,172500,0.0,0.4167,36,15
2215782,2_1,2,55948,429,tired_mans_intercept,3.0,172500,2.46,0.7308,52,38
2215782,2_2,2,55948,429,tired_mans_intercept,1.914,172500,0.0,0.5439,57,31
2215782,2_3,2,55948,429,tired_mans_intercept,2.12,170258,0.0,0.6364,33,21
2215782,2_4,2,55948,429,tired_mans_intercept,1.016,165000,0.0,0.5741,54,31
2215782,2_5,2,55948,429,tired_mans_intercept,2.864,164998,0.0,0.4194,31,13
2215782,2_6,2,55948,429,tired_mans_intercept,0.524,165000,0.0,0.4915,59,29
2215782,2_7,2,55948,429,tired_mans_intercept,1.2,165000,0.0,0.6304,46,29
2215782,2_8,2,55948,429,tired_mans_intercept,2.665,164996,0.0,0.4545,44,20
2215782,2_9,2,55948,429,tired_mans_intercept,2.32,165000,0.0,0.4773,44,21
2215782,2_10,2,55948,429,tired_mans_intercept,3.68,16761,3.68,0.5,2,1
2215782,1_0,1,185621,429,tired_mans_intercept,7.347,172500,7.16,0.3333,9,3
2215782,1_1,1,185621,429,tired_mans_intercept,6.887,172500,7.12,0.6471,17,11
2215782,1_2,1,185621,429,tired_mans_intercept,6.291,172500,3.28,0.3636,22,8
2215782,1_3,1,185621,429,tired_mans_intercept,3.525,172500,1.82,0.3333,12,4
2215782,1_4,1,185621,429,tired_mans_intercept,3.376,172500,3.64,0.7059,17,12
2215782,1_5,1,185621,429,tired_mans_intercept,5.097,172500,3.04,0.4615,13,6
2215782,1_6,1,185621,429,tired_mans_intercept,4.067,172500,1.78,0.5556,27,15
2215782,1_7,1,185621,429,tired_mans_intercept,2.08,172500,2.08,0.3333,3,1
2215782,1_8,1,185621,429,tired_mans_intercept,7.34,172498,4.74,0.4286,7,3
2215782,1_9,1,185621,429,tired_mans_intercept,19.54,36983,19.54,0.3333,3,1
2215782,2_0,2,185621,429,tired_mans_intercept,4.613,172500,4.68,0.5909,22,13
