game_id,block_id,phase,player_id,team_id_opta,signal_name,signal_value,n_frames,n_presses,mean_intercept_prob,p90_tti,total_correct,total_wasteful,pressing_accuracy
2215801,1_0,1,55264,152,pressing_accuracy,0.4757630161579892,7499,1114,0.0972012600063248,31.029363927057883,530,584,0.4757630161579892
2215801,1_0,1,57112,152,pressing_accuracy,0.298989898989899,7499,990,0.10548197921454863,24.074468543359046,296,694,0.298989898989899
2215801,1_0,1,57136,152,pressing_accuracy,0.4673202614379085,7499,612,0.046970434353124514,32.0856926291275,286,326,0.4673202614379085
2215801,1_0,1,200848,152,pressing_accuracy,0.08152173913043478,2201,184,0.012797153013755601,184.7206822695621,15,169,0.08152173913043478
2215801,1_0,1,202858,152,pressing_accuracy,0.20956937799043063,7260,1045,0.04729590065939998,57.03546364146636,219,826,0.20956937799043063
2215801,1_0,1,209608,152,pressing_accuracy,0.20681818181818182,7271,880,0.0304032671936657,39.24481914449284,182,698,0.20681818181818182
2215801,1_0,1,216227,152,pressing_accuracy,0.5954844778927564,7264,1063,0.14088587082534368,13.524511645426047,633,430,0.5954844778927564
2215801,1_0,1,235050,152,pressing_accuracy,0.6782231852654388,7360,923,0.14550159950395528,19.314919985856005,626,297,0.6782231852654388
2215801,1_0,1,245742,152,pressing_accuracy,0.3150057273768614,7499,873,0.08409148751041823,45.92479710276667,275,598,0.3150057273768614
2215801,1_0,1,465676,152,pressing_accuracy,0.3929159802306425,7383,1214,0.11909879339856251,17.26521446045515,477,737,0.3929159802306425
2215801,1_0,1,469266,152,pressing_accuracy,0.4116140051238258,7306,1171,0.12097197037438212,17.4453835156178,482,689,0.4116140051238258
2215801,1_1,1,55264,152,pressing_accuracy,0.5982142857142857,7499,448,0.08605373746594745,41.93328892075942,268,180,0.5982142857142857
2215801,1_1,1,57112,152,pressing_accuracy,0.39593908629441626,7499,394,0.09203991878524911,23.74170764676667,156,238,0.39593908629441626
2215801,1_1,1,57136,152,pressing_accuracy,0.2893772893772894,7499,819,0.08685910834752247,25.841441824939356,237,582,0.2893772893772894
2215801,1_1,1,200848,152,pressing_accuracy,0.0,5250,163,6.788957203940823e-05,281.0919856942438,0,163,0.0
2215801,1_1,1,202858,152,pressing_accuracy,0.5039370078740157,7499,508,0.059076690082409636,37.08522242039901,256,252,0.5039370078740157
2215801,1_1,1,209608,152,pressing_accuracy,0.3347517730496454,7499,705,0.09211341398417427,26.196715124395315,236,469,0.3347517730496454
2215801,1_1,1,216227,152,pressing_accuracy,0.4503311258278146,7499,604,0.08771812836538406,28.198279056107168,272,332,0.4503311258278146
2215801,1_1,1,235050,152,pressing_accuracy,0.8399503722084367,7499,806,0.10532878146487015,27.12924093512492,677,129,0.8399503722084367
2215801,1_1,1,245742,152,pressing_accuracy,0.7478991596638656,7499,238,0.08491547822103411,30.87587712188025,178,60,0.7478991596638656
2215801,1_1,1,465676,152,pressing_accuracy,0.6091269841269841,7499,504,0.070509611250074,32.77602854482268,307,197,0.6091269841269841
2215801,1_1,1,469266,152,pressing_accuracy,0.5714285714285714,7499,637,0.10110610518237924,23.517793759017255,364,273,0.5714285714285714
2215801,1_2,1,55264,152,pressing_accuracy,0.5190839694656488,7499,524,0.06840146554263977,25.004485031540494,272,252,0.5190839694656488
2215801,1_2,1,57112,152,pressing_accuracy,0.42829076620825146,7499,509,0.12780410945563783,21.376088351692392,218,291,0.42829076620825146
2215801,1_2,1,57136,152,pressing_accuracy,0.2747826086956522,7499,575,0.03679427403771768,30.942806223424267,158,417,0.2747826086956522
2215801,1_2,1,200848,152,pressing_accuracy,0.11726384364820847,5595,307,0.009673642620168274,325.25669672267185,36,271,0.11726384364820847
2215801,1_2,1,202858,152,pressing_accuracy,0.41317365269461076,7499,501,0.039831449367424256,35.39729968742444,207,294,0.41317365269461076
2215801,1_2,1,209608,152,pressing_accuracy,0.4539877300613497,7499,652,0.07439779216136681,28.47307940329256,296,356,0.4539877300613497
2215801,1_2,1,216227,152,pressing_accuracy,0.2972972972972973,7499,518,0.08723658089935783,18.420108810662683,154,364,0.2972972972972973
