game_id,block_id,phase,player_id,team_id_opta,signal_name,signal_value,n_frames,n_presses,mean_intercept_prob,p90_tti,total_correct,total_wasteful,pressing_accuracy
2215875,1_0,1,26894,1395,pressing_accuracy,0.3880952380952381,7499,840,0.10068121146204033,32.51606482922571,326,514,0.3880952380952381
2215875,1_0,1,73965,1395,pressing_accuracy,0.7043363994743759,7499,761,0.14848970236530895,10.837148444382544,536,225,0.7043363994743759
2215875,1_0,1,121709,1395,pressing_accuracy,0.0,4790,3,0.0004330394318192702,158.85093438874466,0,3,0.0
2215875,1_0,1,214860,1395,pressing_accuracy,0.6226175349428208,7499,1574,0.14076185086813617,15.315153912047691,980,594,0.6226175349428208
2215875,1_0,1,222683,1395,pressing_accuracy,0.4993757802746567,7499,801,0.09874628931754972,18.13551666867175,400,401,0.4993757802746567
2215875,1_0,1,242887,1395,pressing_accuracy,0.6391752577319587,7499,1261,0.14162853008532447,13.27295687637515,806,455,0.6391752577319587
2215875,1_0,1,247400,1395,pressing_accuracy,0.27909738717339666,7499,842,0.039791057508896506,14.438155069928483,235,607,0.27909738717339666
2215875,1_0,1,437497,1395,pressing_accuracy,0.10730804810360776,7499,1081,0.032322935845908236,30.205102970816853,116,965,0.10730804810360776
2215875,1_0,1,437925,1395,pressing_accuracy,0.541497975708502,7499,988,0.13422992980828613,38.098924068055,535,453,0.541497975708502
2215875,1_0,1,462116,1395,pressing_accuracy,0.46243739565943237,7499,1198,0.1073720401338941,18.3858378907038,554,644,0.46243739565943237
2215875,1_0,1,480779,1395,pressing_accuracy,0.4030327214684757,7499,1253,0.11533348629149962,21.80977328406471,505,748,0.4030327214684757
2215875,1_1,1,26894,1395,pressing_accuracy,0.051075268817204304,7498,744,0.05446605162615918,47.25646811744499,38,706,0.051075268817204304
2215875,1_1,1,73965,1395,pressing_accuracy,0.5909090909090909,7498,1034,0.16964050771555034,123.52115665830858,611,423,0.5909090909090909
2215875,1_1,1,121709,1395,pressing_accuracy,0.0,4304,0,1.2895189727111577e-09,374.14773076433266,0,0,0.0
2215875,1_1,1,214860,1395,pressing_accuracy,0.125,7498,608,0.024523903386143197,30.504377880328775,76,532,0.125
2215875,1_1,1,222683,1395,pressing_accuracy,0.5393258426966292,7498,534,0.08795710568103246,73.48222978393233,288,246,0.5393258426966292
2215875,1_1,1,242887,1395,pressing_accuracy,0.5414634146341464,7498,410,0.06663836447569951,26.217844114875714,222,188,0.5414634146341464
2215875,1_1,1,247400,1395,pressing_accuracy,0.5500485908649174,7498,1029,0.09767789430796633,41.078679041836544,566,463,0.5500485908649174
2215875,1_1,1,437497,1395,pressing_accuracy,0.4511494252873563,7498,348,0.05608749757923007,51.45945336147517,157,191,0.4511494252873563
2215875,1_1,1,437925,1395,pressing_accuracy,0.35174746335963925,7498,887,0.05516558142128801,40.99944385514215,312,575,0.35174746335963925
2215875,1_1,1,462116,1395,pressing_accuracy,0.2294792586054722,7498,1133,0.05046428022444749,49.86734988482119,260,873,0.2294792586054722
2215875,1_1,1,480779,1395,pressing_accuracy,0.43977976600137647,7498,1453,0.09213206165036099,53.27723109162758,639,814,0.43977976600137647
2215875,1_2,1,26894,1395,pressing_accuracy,0.30547112462006076,7499,658,0.04922453355811303,30.452621727799038,201,457,0.30547112462006076
2215875,1_2,1,73965,1395,pressing_accuracy,0.69765625,7499,1280,0.17680676383285626,17.695104252644775,893,387,0.69765625
2215875,1_2,1,121709,1395,pressing_accuracy,0.0,2769,76,6.554994163398623e-06,224.99568747088824,0,76,0.0
2215875,1_2,1,214860,1395,pressing_accuracy,0.44437041972018654,7499,1501,0.09629525519378336,20.124157092876516,667,834,0.44437041972018654
2215875,1_2,1,222683,1395,pressing_accuracy,0.23160535117056857,7499,1196,0.07150462692910538,24.004941161015573,277,919,0.23160535117056857
2215875,1_2,1,242887,1395,pressing_accuracy,0.5728862973760933,7499,1372,0.12912616961465853,15.827624509465355,786,586,0.5728862973760933
2215875,1_2,1,247400,1395,pressing_accuracy,0.6479532163742691,7499,855,0.13880907797058264,17.563924352500056,554,301,0.6479532163742691
2215875,1_2,1,437497,1395,pressing_accuracy,0.38760806916426516,7499,694,0.06128922599217391,33.527885244217806,269,425,0.38760806916426516
2215875,1_2,1,437925,1395,pressing_accuracy,0.7041474654377881,7499,1085,0.15299924560217995,15.070671387248183,764,321,0.7041474654377881
2215875,1_2,1,462116,1395,pressing_accuracy,0.3208955223880597,7499,670,0.0696159851968627,26.741007995291724,215,455,0.3208955223880597
2215875,1_2,1,480779,1395,pressing_accuracy,0.5441892832289492,7499,1437,0.1250725216003332,19.676449114294634,782,655,0.5441892832289492
2215875,1_3,1,26894,1395,pressing_accuracy,0.4618973561430793,7259,643,0.07119272664106366,65.16519837506904,297,346,0.4618973561430793
2215875,1_3,1,73965,1395,pressing_accuracy,0.6613119143239625,7340,747,0.10986489616122769,87.48209218357691,494,253,0.6613119143239625
2215875,1_3,1,121709,1395,pressing_accuracy,0.125,2039,32,0.004711680467624262,183.85505578069487,4,28,0.125
