game_id,block_id,phase,player_id,team_id_opta,signal_name,signal_value,n_frames,total_distance,hsr_distance,sprint_distance,hsr_efforts,avg_speed,max_speed
2215874,1_0,1,45109,145,physical_load,632.231,7499,632.231,0.0,0.0,0,2.108,6.494
2215874,1_0,1,231058,145,physical_load,589.54,7499,589.54,3.994,0.0,0,1.965,7.198
2215874,1_0,1,482975,145,physical_load,718.729,7499,718.729,23.496,0.0,1,2.396,7.894
2215874,1_0,1,482442,145,physical_load,774.8,7499,774.8,3.937,0.0,0,2.583,7.052
2215874,1_0,1,476502,145,physical_load,729.069,7499,729.069,0.0,0.0,0,2.43,6.209
2215874,1_0,1,85548,145,physical_load,742.046,7499,742.046,8.844,0.0,0,2.474,7.342
2215874,1_0,1,229395,145,physical_load,681.8,7499,681.8,54.957,38.003,1,2.273,8.762
2215874,1_0,1,114531,145,physical_load,734.848,7499,734.848,57.081,1.281,3,2.45,8.008
2215874,1_0,1,107925,145,physical_load,326.525,7499,326.525,0.0,0.0,0,1.088,4.543
2215874,1_0,1,17861,149,physical_load,634.229,7499,634.229,18.537,0.0,1,2.115,7.968
2215874,1_0,1,531075,145,physical_load,720.533,7499,720.533,2.887,0.0,0,2.402,7.309
2215874,1_0,1,228254,145,physical_load,573.189,7499,573.189,9.829,1.929,1,1.911,8.051
2215874,1_0,1,19054,149,physical_load,563.688,7499,563.688,0.0,0.0,0,1.879,6.864
2215874,1_0,1,61278,149,physical_load,701.035,7499,701.035,17.251,0.0,1,2.337,7.835
2215874,1_0,1,223760,149,physical_load,740.262,7499,740.262,45.867,20.041,2,2.468,9.041
2215874,1_0,1,220160,149,physical_load,592.969,7499,592.969,18.693,0.0,2,1.977,7.382
2215874,1_0,1,129479,149,physical_load,679.332,7499,679.332,48.27,18.575,2,2.265,8.255
2215874,1_0,1,116406,149,physical_load,588.651,7499,588.651,0.0,0.0,0,1.962,6.512
2215874,1_0,1,-1,-1,physical_load,1693.618,7499,1693.618,1012.752,912.98,34,5.595,27.941
