game_id,block_id,phase,player_id,team_id_opta,signal_name,signal_value,n_frames,total_distance,hsr_distance,sprint_distance,hsr_efforts,avg_speed,max_speed
2215854,1_0,1,19054,149,physical_load,470.493,7499,470.493,0.0,0.0,0,1.569,4.624
2215854,1_0,1,116406,149,physical_load,583.096,7499,583.096,10.324,0.0,1,1.944,7.26
2215854,1_0,1,223760,149,physical_load,598.358,7499,598.358,6.331,0.0,0,1.995,7.811
2215854,1_0,1,220160,149,physical_load,588.841,7499,588.841,6.34,0.0,0,1.963,7.793
2215854,1_0,1,129479,149,physical_load,559.468,7499,559.468,6.905,0.0,0,1.865,7.463
2215854,1_0,1,28411,149,physical_load,276.819,7499,276.819,0.0,0.0,0,0.923,3.132
2215854,1_0,1,87668,149,physical_load,686.701,7499,686.701,11.097,3.225,1,2.289,8.094
2215854,1_0,1,61170,149,physical_load,681.427,7499,681.427,0.0,0.0,0,2.272,6.442
2215854,1_0,1,46497,149,physical_load,638.754,7499,638.754,20.589,8.612,1,2.13,8.439
2215854,1_0,1,37990,154,physical_load,244.319,7499,244.319,0.0,0.0,0,0.815,5.08
2215854,1_0,1,465206,149,physical_load,662.168,7499,662.168,31.952,3.537,2,2.207,8.059
2215854,1_0,1,61278,149,physical_load,575.734,7499,575.734,0.0,0.0,0,1.92,6.986
2215854,1_0,1,116592,154,physical_load,774.593,7499,774.593,0.0,0.0,0,2.582,6.411
2215854,1_0,1,181913,154,physical_load,794.522,7499,794.522,12.302,0.0,1,2.649,7.315
2215854,1_0,1,476369,154,physical_load,687.979,7499,687.979,21.292,14.712,1,2.294,9.161
2215854,1_0,1,437753,154,physical_load,701.071,7499,701.071,15.037,1.288,1,2.337,8.059
2215854,1_0,1,432990,154,physical_load,652.356,7499,652.356,38.758,4.912,3,2.175,8.276
2215854,1_0,1,232175,154,physical_load,784.063,7499,784.063,3.097,0.0,0,2.614,7.058
2215854,1_0,1,-1,-1,physical_load,1709.009,7499,1709.009,982.4,882.548,34,5.636,29.298
2215854,1_0,1,168301,154,physical_load,649.904,7499,649.904,4.524,0.0,0,2.167,7.127
2215854,1_0,1,121150,154,physical_load,806.523,7499,806.523,19.916,9.998,1,2.689,8.522
2215854,1_0,1,119770,154,physical_load,801.31,7499,801.31,0.0,0.0,0,2.671,6.898
2215854,1_0,1,195777,154,physical_load,629.66,7499,629.66,0.0,0.0,0,2.099,6.487
2215854,1_1,1,19054,149,physical_load,504.813,7499,504.813,0.0,0.0,0,1.683,6.402
2215854,1_1,1,116406,149,physical_load,594.015,7499,594.015,11.58,0.0,0,1.98,7.475
2215854,1_1,1,223760,149,physical_load,573.978,7499,573.978,42.419,21.18,2,1.914,8.488
2215854,1_1,1,220160,149,physical_load,617.184,7499,617.184,39.406,20.002,2,2.057,8.807
2215854,1_1,1,129479,149,physical_load,573.849,7499,573.849,44.791,23.818,2,1.913,9.086
2215854,1_1,1,28411,149,physical_load,270.739,7499,270.739,0.0,0.0,0,0.903,5.801
2215854,1_1,1,87668,149,physical_load,653.342,7499,653.342,0.0,0.0,0,2.178,6.878
2215854,1_1,1,61170,149,physical_load,689.949,7499,689.949,0.0,0.0,0,2.3,6.77
2215854,1_1,1,46497,149,physical_load,666.688,7499,666.688,31.352,14.321,2,2.223,8.593
2215854,1_1,1,37990,154,physical_load,224.459,7499,224.459,0.0,0.0,0,0.748,4.36
2215854,1_1,1,465206,149,physical_load,578.444,7499,578.444,9.91,0.0,0,1.929,7.145
2215854,1_1,1,61278,149,physical_load,694.288,7499,694.288,28.546,0.0,1,2.314,7.752
2215854,1_1,1,116592,154,physical_load,668.911,7499,668.911,4.323,0.0,0,2.23,7.305
2215854,1_1,1,181913,154,physical_load,644.903,7499,644.903,2.528,0.0,0,2.15,7.034
2215854,1_1,1,476369,154,physical_load,630.336,7499,630.336,23.265,0.0,1,2.101,7.498
2215854,1_1,1,437753,154,physical_load,529.332,7499,529.332,15.667,6.277,1,1.765,8.398
2215854,1_1,1,432990,154,physical_load,531.734,7499,531.734,32.122,0.0,3,1.773,7.414
2215854,1_1,1,232175,154,physical_load,651.104,7499,651.104,5.543,0.0,0,2.171,7.464
2215854,1_1,1,-1,-1,physical_load,1328.543,7499,1328.543,757.327,682.527,19,5.039,391.398
2215854,1_1,1,168301,154,physical_load,501.092,7499,501.092,0.0,0.0,0,1.67,6.726
2215854,1_1,1,121150,154,physical_load,658.773,7499,658.773,47.213,16.443,3,2.196,8.404
2215854,1_1,1,119770,154,physical_load,645.474,7499,645.474,0.0,0.0,0,2.152,6.868
2215854,1_1,1,195777,154,physical_load,552.254,7499,552.254,4.45,0.0,0,1.841,7.636
2215854,1_2,1,19054,149,physical_load,463.762,7499,463.762,0.0,0.0,0,1.546,6.404
2215854,1_2,1,116406,149,physical_load,498.66,7499,498.66,27.823,0.0,1,1.662,7.82
2215854,1_2,1,223760,149,physical_load,561.889,7499,561.889,4.001,0.0,0,1.873,7.218
2215854,1_2,1,220160,149,physical_load,460.429,7499,460.429,14.997,9.872,1,1.535,8.766
2215854,1_2,1,129479,149,physical_load,475.756,7499,475.756,0.0,0.0,0,1.586,6.761
2215854,1_2,1,28411,149,physical_load,234.676,7499,234.676,0.0,0.0,0,0.782,4.398
2215854,1_2,1,87668,149,physical_load,568.721,7499,568.721,0.0,0.0,0,1.896,6.81
2215854,1_2,1,61170,149,physical_load,659.727,7499,659.727,14.929,1.924,1,2.199,8.026
