game_id,block_id,phase,player_id,team_id_opta,signal_name,signal_value,n_frames
2215850,1_0,1,37832,694,shift_latency,1.01,7499
2215850,1_0,1,43553,694,shift_latency,1.169,7499
2215850,1_0,1,44413,144,shift_latency,1.11,7499
2215850,1_0,1,45032,694,shift_latency,1.51,7499
2215850,1_0,1,67278,694,shift_latency,0.957,7499
2215850,1_0,1,83341,144,shift_latency,1.443,7499
2215850,1_0,1,107258,694,shift_latency,1.434,7499
2215850,1_0,1,173271,144,shift_latency,1.335,7499
2215850,1_0,1,177020,694,shift_latency,1.315,7499
2215850,1_0,1,177194,144,shift_latency,1.338,7499
2215850,1_0,1,193539,144,shift_latency,1.597,7499
2215850,1_0,1,196850,144,shift_latency,1.427,7499
2215850,1_0,1,205552,694,shift_latency,1.396,7499
2215850,1_0,1,226944,144,shift_latency,1.483,7499
2215850,1_0,1,228798,144,shift_latency,1.624,7499
2215850,1_0,1,229222,694,shift_latency,1.262,7499
2215850,1_0,1,242166,144,shift_latency,1.437,7499
2215850,1_0,1,422453,144,shift_latency,1.543,7499
2215850,1_0,1,438398,694,shift_latency,1.268,7499
2215850,1_0,1,449431,694,shift_latency,0.892,7499
2215850,1_0,1,462424,144,shift_latency,1.593,7499
2215850,1_0,1,484420,694,shift_latency,1.596,7499
2215850,1_1,1,37832,694,shift_latency,1.675,7499
2215850,1_1,1,43553,694,shift_latency,1.375,7499
2215850,1_1,1,44413,144,shift_latency,1.376,7499
2215850,1_1,1,45032,694,shift_latency,1.421,7499
2215850,1_1,1,67278,694,shift_latency,1.515,7499
2215850,1_1,1,83341,144,shift_latency,1.28,7499
2215850,1_1,1,107258,694,shift_latency,1.412,7499
2215850,1_1,1,173271,144,shift_latency,1.297,7499
2215850,1_1,1,177020,694,shift_latency,1.478,7499
2215850,1_1,1,177194,144,shift_latency,1.485,7499
2215850,1_1,1,193539,144,shift_latency,1.497,7499
2215850,1_1,1,196850,144,shift_latency,1.775,7499
2215850,1_1,1,205552,694,shift_latency,1.326,7499
2215850,1_1,1,226944,144,shift_latency,1.276,7499
2215850,1_1,1,228798,144,shift_latency,1.028,7499
2215850,1_1,1,229222,694,shift_latency,1.383,7499
2215850,1_1,1,242166,144,shift_latency,1.194,7499
2215850,1_1,1,422453,144,shift_latency,1.415,7499
2215850,1_1,1,438398,694,shift_latency,1.35,7499
2215850,1_1,1,449431,694,shift_latency,1.486,7499
2215850,1_1,1,462424,144,shift_latency,1.299,7499
2215850,1_1,1,484420,694,shift_latency,1.452,7499
2215850,1_2,1,37832,694,shift_latency,1.273,7499
2215850,1_2,1,43553,694,shift_latency,1.139,7499
2215850,1_2,1,44413,144,shift_latency,0.662,7499
2215850,1_2,1,45032,694,shift_latency,1.599,7499
2215850,1_2,1,67278,694,shift_latency,1.564,7499
2215850,1_2,1,83341,144,shift_latency,1.811,7499
2215850,1_2,1,107258,694,shift_latency,1.446,7499
2215850,1_2,1,173271,144,shift_latency,1.126,7499
2215850,1_2,1,177020,694,shift_latency,1.668,7499
2215850,1_2,1,177194,144,shift_latency,1.429,7499
2215850,1_2,1,193539,144,shift_latency,1.698,7499
2215850,1_2,1,196850,144,shift_latency,1.46,7499
2215850,1_2,1,205552,694,shift_latency,1.182,7499
2215850,1_2,1,226944,144,shift_latency,1.226,7499
2215850,1_2,1,228798,144,shift_latency,1.74,7499
2215850,1_2,1,229222,694,shift_latency,1.488,7499
2215850,1_2,1,242166,144,shift_latency,2.263,7499
2215850,1_2,1,422453,144,shift_latency,1.405,7499
2215850,1_2,1,438398,694,shift_latency,1.144,7499
2215850,1_2,1,449431,694,shift_latency,1.423,7499
2215850,1_2,1,462424,144,shift_latency,1.424,7499
2215850,1_2,1,484420,694,shift_latency,1.369,7499
2215850,1_3,1,37832,694,shift_latency,1.208,7499
2215850,1_3,1,43553,694,shift_latency,1.11,7499
2215850,1_3,1,44413,144,shift_latency,0.752,7499
2215850,1_3,1,45032,694,shift_latency,0.814,7499
2215850,1_3,1,67278,694,shift_latency,1.054,7499
2215850,1_3,1,107258,694,shift_latency,1.143,7499
2215850,1_3,1,173271,144,shift_latency,1.082,7499
2215850,1_3,1,177020,694,shift_latency,0.916,7499
2215850,1_3,1,177194,144,shift_latency,1.221,7499
2215850,1_3,1,193539,144,shift_latency,1.518,7499
2215850,1_3,1,196850,144,shift_latency,1.376,7499
2215850,1_3,1,205552,694,shift_latency,0.929,7499
2215850,1_3,1,226944,144,shift_latency,0.803,7499
2215850,1_3,1,228798,144,shift_latency,1.516,7499
2215850,1_3,1,229222,694,shift_latency,1.065,7499
2215850,1_3,1,242166,144,shift_latency,1.318,7499
2215850,1_3,1,422453,144,shift_latency,1.185,7499
2215850,1_3,1,438398,694,shift_latency,0.829,7499
2215850,1_3,1,449431,694,shift_latency,0.776,7499
2215850,1_3,1,462424,144,shift_latency,1.333,7499
2215850,1_3,1,484420,694,shift_latency,1.094,7499
2215850,1_3,1,531004,144,shift_latency,1.237,7499
2215850,1_4,1,37832,694,shift_latency,1.309,7499
